room_type,beds,bed_type,bathrooms,bedrooms,accommodates,review_scores_rating,taxa_de_limpeza,host_is_superhost
Entire home/apt,4.0,Real Bed,1.0,2.0,12,89.0,150.0,f
Entire home/apt,2.0,Real Bed,1.0,0.0,2,100.0,25.0,f
Entire home/apt,2.0,Real Bed,1.0,2.0,4,100.0,150.0,f
Entire home/apt,2.0,Real Bed,2.0,2.0,4,96.0,85.0,t
Entire home/apt,1.0,Real Bed,1.0,1.0,2,100.0,20.0,f
Private room,1.0,Real Bed,1.0,1.0,2,83.0,NULL,f
Entire home/apt,1.0,Real Bed,1.0,1.0,2,99.0,NULL,t
Entire home/apt,1.0,Real Bed,1.5,1.0,2,90.0,16.0,f
Entire home/apt,1.0,Futon,1.0,0.0,2,97.0,30.0,t
Private room,1.0,Real Bed,1.0,1.0,4,96.0,150.0,f
Private room,1.0,Real Bed,1.0,1.0,2,100.0,NULL,f
Entire home/apt,1.0,Futon,1.0,1.0,2,94.0,NULL,f
Entire home/apt,2.0,Real Bed,1.0,2.0,4,97.0,50.0,t
Entire home/apt,3.0,Real Bed,1.0,1.0,5,93.0,65.0,f
Private room,1.0,Real Bed,1.0,1.0,3,96.0,NULL,f
Private room,1.0,Real Bed,1.0,1.0,2,90.0,30.0,f
Private room,1.0,Real Bed,1.0,1.0,2,99.0,NULL,f
Entire home/apt,3.0,Real Bed,2.0,3.0,6,NULL,NULL,f
Private room,1.0,Real Bed,1.0,1.0,2,100.0,10.0,f
Private room,1.0,Real Bed,1.0,1.0,2,100.0,NULL,f
Private room,1.0,Real Bed,1.0,1.0,2,98.0,NULL,f
Private room,1.0,Real Bed,1.0,1.0,1,98.0,NULL,f
Entire home/apt,1.0,Real Bed,1.0,1.0,2,96.0,35.0,f
Entire home/apt,1.0,Real Bed,1.0,1.0,2,100.0,35.0,f
Entire home/apt,2.0,Real Bed,1.0,2.0,4,NULL,85.0,f
Entire home/apt,3.0,Real Bed,2.5,3.0,5,100.0,70.0,f
Entire home/apt,2.0,Real Bed,1.0,1.0,4,95.0,25.0,f
Entire home/apt,2.0,Real Bed,1.0,2.0,4,100.0,100.0,t
Entire home/apt,2.0,Real Bed,1.0,2.0,4,100.0,75.0,f
Private room,1.0,Futon,0.5,1.0,2,NULL,NULL,f
Entire home/apt,5.0,Real Bed,1.5,3.0,10,80.0,65.0,f
Entire home/apt,6.0,Real Bed,2.0,3.0,10,100.0,100.0,f
Private room,1.0,Airbed,1.5,1.0,2,96.0,5.0,f
Entire home/apt,3.0,Real Bed,1.0,2.0,6,90.0,65.0,f
Private room,1.0,Real Bed,1.0,1.0,2,100.0,NULL,f
Private room,1.0,Real Bed,1.0,1.0,2,98.0,NULL,f
Private room,1.0,Real Bed,1.0,1.0,2,100.0,15.0,f
Entire home/apt,3.0,Real Bed,2.5,3.0,7,93.0,10.0,f
Shared room,1.0,Pull-out Sofa,1.0,1.0,2,95.0,NULL,f
Entire home/apt,4.0,Real Bed,1.5,3.0,7,100.0,100.0,f
Entire home/apt,2.0,Real Bed,1.0,2.0,3,99.0,75.0,t
Entire home/apt,4.0,Real Bed,3.5,4.0,8,NULL,150.0,f
Private room,1.0,Real Bed,1.0,1.0,2,98.0,NULL,f
Entire home/apt,3.0,Real Bed,2.5,3.0,6,100.0,175.0,f
Private room,1.0,Real Bed,1.0,1.0,1,98.0,NULL,f
Entire home/apt,2.0,Real Bed,1.5,2.0,4,98.0,30.0,t
Private room,1.0,Real Bed,1.0,1.0,1,98.0,30.0,f
Private room,1.0,Real Bed,1.0,1.0,2,96.0,25.0,t
Private room,1.0,Real Bed,1.0,1.0,2,100.0,10.0,f
Private room,1.0,Real Bed,1.0,1.0,2,97.0,10.0,f
Private room,1.0,Real Bed,2.5,1.0,1,100.0,NULL,f
Entire home/apt,1.0,Real Bed,1.0,1.0,2,93.0,21.0,f
Entire home/apt,1.0,Real Bed,1.0,1.0,4,NULL,NULL,f
Private room,1.0,Real Bed,1.0,1.0,1,92.0,20.0,f
Private room,1.0,Real Bed,1.0,1.0,2,80.0,NULL,f
Entire home/apt,1.0,Real Bed,1.0,1.0,4,97.0,40.0,t
Entire home/apt,2.0,Real Bed,1.0,2.0,4,89.0,75.0,f
Entire home/apt,1.0,Real Bed,1.0,1.0,2,NULL,NULL,f
Entire home/apt,1.0,Real Bed,1.0,1.0,2,89.0,NULL,f
Shared room,1.0,Real Bed,1.0,1.0,4,NULL,NULL,f
Entire home/apt,2.0,Real Bed,0.0,0.0,4,NULL,NULL,f
Entire home/apt,3.0,Real Bed,1.0,2.0,4,90.0,NULL,f
Private room,2.0,Real Bed,2.5,1.0,4,93.0,NULL,f
Entire home/apt,1.0,Real Bed,1.0,1.0,2,99.0,30.0,t
Private room,1.0,Real Bed,1.0,1.0,2,94.0,NULL,t
Private room,2.0,Real Bed,1.0,1.0,4,97.0,NULL,f
Private room,1.0,Real Bed,1.0,1.0,2,89.0,NULL,f
Entire home/apt,2.0,Real Bed,1.0,1.0,4,96.0,NULL,f
Private room,1.0,Real Bed,2.0,1.0,1,93.0,10.0,f
Private room,1.0,Real Bed,2.0,1.0,2,91.0,10.0,f
Private room,1.0,Real Bed,2.0,1.0,1,93.0,10.0,f
Private room,1.0,Real Bed,1.0,1.0,1,94.0,NULL,f
Entire home/apt,1.0,Real Bed,1.0,1.0,2,89.0,15.0,f
Entire home/apt,3.0,Real Bed,2.5,3.0,6,92.0,125.0,f
Entire home/apt,1.0,Real Bed,1.0,1.0,2,99.0,NULL,f
Private room,1.0,Real Bed,1.0,1.0,1,89.0,NULL,f
Entire home/apt,2.0,Real Bed,2.5,2.0,3,93.0,75.0,f
Entire home/apt,7.0,Real Bed,2.0,4.0,10,93.0,175.0,f
Private room,1.0,Real Bed,2.0,1.0,2,93.0,10.0,f
Entire home/apt,1.0,Real Bed,1.0,1.0,2,95.0,60.0,f
Private room,1.0,Real Bed,1.0,1.0,1,91.0,NULL,f
Entire home/apt,1.0,Real Bed,1.0,1.0,2,99.0,NULL,t
Private room,1.0,Real Bed,1.0,1.0,2,100.0,NULL,f
Entire home/apt,3.0,Real Bed,1.0,3.0,6,97.0,NULL,t
Entire home/apt,3.0,Real Bed,1.0,2.0,6,88.0,100.0,f
Entire home/apt,2.0,Real Bed,1.0,1.0,4,95.0,50.0,f
Private room,2.0,Real Bed,1.0,1.0,2,91.0,15.0,f
Private room,1.0,Real Bed,1.0,1.0,2,100.0,25.0,f
Private room,1.0,Real Bed,1.0,1.0,1,NULL,NULL,f
Entire home/apt,1.0,Real Bed,1.0,0.0,2,98.0,NULL,f
Private room,1.0,Real Bed,1.0,1.0,2,NULL,NULL,f
Entire home/apt,1.0,Real Bed,1.0,1.0,2,97.0,20.0,t
Private room,1.0,Real Bed,3.0,1.0,2,95.0,10.0,f
Private room,1.0,Real Bed,1.0,1.0,2,NULL,NULL,f
Private room,1.0,Real Bed,1.0,1.0,2,NULL,15.0,f
Entire home/apt,1.0,Real Bed,1.0,1.0,2,87.0,10.0,f
Entire home/apt,3.0,Real Bed,1.0,3.0,8,92.0,100.0,f
Private room,NULL,Real Bed,NULL,1.0,4,NULL,NULL,f
Private room,2.0,Real Bed,1.0,1.0,5,86.0,NULL,f
Entire home/apt,1.0,Real Bed,1.0,0.0,2,96.0,50.0,f
Entire home/apt,4.0,Real Bed,2.0,3.0,6,100.0,160.0,f
Entire home/apt,1.0,Real Bed,1.0,1.0,2,NULL,NULL,f
Entire home/apt,3.0,Real Bed,1.0,2.0,6,92.0,30.0,f
Entire home/apt,1.0,Real Bed,1.0,0.0,2,95.0,50.0,f
Entire home/apt,3.0,Real Bed,1.0,2.0,6,95.0,99.0,f
Entire home/apt,2.0,Real Bed,1.0,2.0,4,99.0,75.0,t
Entire home/apt,3.0,Real Bed,2.5,3.0,6,NULL,40.0,t
Private room,1.0,Real Bed,1.0,1.0,1,NULL,100.0,f
Private room,1.0,Real Bed,1.0,1.0,2,57.0,NULL,f
Private room,1.0,Real Bed,2.5,1.0,1,NULL,NULL,f
Entire home/apt,1.0,Real Bed,1.5,1.0,2,95.0,35.0,t
Private room,1.0,Real Bed,NULL,1.0,1,71.0,25.0,f
Private room,1.0,Real Bed,1.0,1.0,1,86.0,NULL,f
Private room,1.0,Real Bed,0.5,1.0,2,93.0,NULL,f
Private room,1.0,Real Bed,1.0,1.0,2,87.0,NULL,f
Private room,1.0,Real Bed,1.0,1.0,2,NULL,20.0,f
Private room,1.0,Real Bed,1.0,1.0,2,100.0,NULL,f
Private room,1.0,Real Bed,1.0,1.0,2,100.0,NULL,f
Private room,1.0,Real Bed,1.0,1.0,1,NULL,50.0,f
Private room,1.0,Real Bed,1.0,1.0,1,NULL,5.0,f
Shared room,2.0,Real Bed,1.0,1.0,2,90.0,NULL,f
Private room,1.0,Futon,2.0,1.0,2,80.0,30.0,f
Entire home/apt,3.0,Real Bed,1.5,2.0,6,80.0,35.0,f
Entire home/apt,2.0,Real Bed,2.0,2.0,5,100.0,80.0,f
Private room,2.0,Real Bed,1.0,1.0,2,95.0,25.0,t
Entire home/apt,2.0,Real Bed,1.5,2.0,4,NULL,100.0,f
Entire home/apt,3.0,Real Bed,3.5,3.0,6,100.0,100.0,f
Private room,2.0,Real Bed,1.0,1.0,5,100.0,40.0,f
Entire home/apt,2.0,Real Bed,1.5,2.0,4,100.0,100.0,f
Entire home/apt,1.0,Real Bed,1.0,1.0,4,NULL,35.0,f
Entire home/apt,2.0,Real Bed,1.0,1.0,3,97.0,50.0,t
Private room,1.0,Futon,1.0,1.0,2,NULL,NULL,f
Private room,1.0,Real Bed,1.0,1.0,2,94.0,25.0,t
Private room,1.0,Real Bed,1.0,1.0,1,100.0,NULL,f
Private room,1.0,Real Bed,1.5,1.0,2,NULL,20.0,f
Entire home/apt,2.0,Real Bed,2.0,2.0,6,100.0,60.0,f
Entire home/apt,1.0,Real Bed,1.0,1.0,4,100.0,NULL,f
Private room,1.0,Real Bed,1.0,1.0,2,99.0,30.0,t
Entire home/apt,1.0,Real Bed,1.0,1.0,4,84.0,125.0,f
Private room,1.0,Real Bed,1.0,1.0,4,97.0,50.0,f
Entire home/apt,2.0,Real Bed,2.0,2.0,5,93.0,20.0,f
Private room,1.0,Real Bed,1.0,1.0,2,95.0,20.0,f
Entire home/apt,4.0,Real Bed,2.0,3.0,6,91.0,NULL,f
Entire home/apt,1.0,Real Bed,1.0,1.0,3,96.0,80.0,f
Entire home/apt,4.0,Real Bed,1.0,2.0,7,91.0,100.0,f
Private room,1.0,Real Bed,1.0,1.0,1,83.0,NULL,f
Private room,1.0,Real Bed,1.0,1.0,2,93.0,NULL,f
Entire home/apt,1.0,Real Bed,1.0,1.0,2,95.0,30.0,f
Entire home/apt,1.0,Real Bed,1.0,1.0,2,98.0,35.0,t
Entire home/apt,4.0,Real Bed,1.5,3.0,8,98.0,100.0,t
Private room,1.0,Real Bed,1.0,1.0,2,100.0,5.0,f
Private room,1.0,Real Bed,1.0,1.0,2,94.0,NULL,f
Entire home/apt,2.0,Real Bed,1.0,2.0,4,NULL,75.0,f
Entire home/apt,2.0,Real Bed,1.0,1.0,3,100.0,25.0,f
Entire home/apt,1.0,Real Bed,1.0,1.0,2,100.0,20.0,f
Private room,1.0,Real Bed,2.0,1.0,2,96.0,30.0,f
Entire home/apt,1.0,Real Bed,1.0,1.0,3,NULL,NULL,f
Entire home/apt,6.0,Real Bed,1.0,2.0,5,90.0,NULL,f
Private room,1.0,Real Bed,1.0,1.0,2,96.0,50.0,t
Entire home/apt,1.0,Real Bed,1.0,2.0,4,100.0,NULL,f
Entire home/apt,3.0,Real Bed,1.0,2.0,5,91.0,95.0,f
Entire home/apt,2.0,Real Bed,2.0,2.0,4,NULL,60.0,f
Entire home/apt,2.0,Real Bed,1.0,1.0,4,80.0,50.0,f
Private room,3.0,Real Bed,1.0,1.0,4,90.0,50.0,f
Entire home/apt,3.0,Real Bed,1.0,1.0,4,100.0,60.0,t
Entire home/apt,2.0,Real Bed,1.0,1.0,4,100.0,50.0,f
Entire home/apt,3.0,Real Bed,1.0,3.0,5,85.0,NULL,f
Entire home/apt,2.0,Real Bed,1.0,2.0,3,93.0,75.0,f
Entire home/apt,3.0,Real Bed,1.0,3.0,5,NULL,100.0,f
Entire home/apt,3.0,Real Bed,2.0,4.0,5,100.0,50.0,f
Private room,1.0,Real Bed,1.0,1.0,2,96.0,10.0,t
Entire home/apt,3.0,Real Bed,1.0,2.0,4,94.0,NULL,f
Entire home/apt,5.0,Real Bed,3.0,4.0,10,85.0,159.0,f
Private room,1.0,Real Bed,1.0,1.0,2,NULL,40.0,f
Private room,2.0,Real Bed,1.0,1.0,2,NULL,NULL,f
Private room,1.0,Real Bed,1.0,1.0,2,98.0,50.0,t
Private room,1.0,Pull-out Sofa,1.0,1.0,2,NULL,NULL,f
Private room,1.0,Real Bed,1.0,1.0,2,95.0,20.0,f
Private room,1.0,Real Bed,1.0,1.0,2,97.0,50.0,t
Private room,1.0,Real Bed,1.0,1.0,1,89.0,10.0,f
Private room,1.0,Real Bed,1.0,1.0,2,89.0,50.0,f
Private room,1.0,Real Bed,1.0,1.0,2,94.0,20.0,f
Entire home/apt,2.0,Real Bed,1.0,2.0,4,100.0,80.0,f
Entire home/apt,3.0,Real Bed,1.0,2.0,7,90.0,45.0,f
Entire home/apt,4.0,Real Bed,NULL,2.0,4,NULL,50.0,f
Entire home/apt,1.0,Real Bed,1.0,1.0,1,NULL,NULL,f
Private room,1.0,Real Bed,1.0,1.0,2,97.0,NULL,t
Private room,1.0,Real Bed,1.5,1.0,2,100.0,NULL,f
Private room,1.0,Real Bed,1.0,1.0,2,NULL,15.0,f
Entire home/apt,3.0,Real Bed,2.0,3.0,10,83.0,NULL,f
Entire home/apt,1.0,Real Bed,1.0,0.0,2,88.0,NULL,f
Entire home/apt,2.0,Real Bed,1.0,0.0,4,NULL,NULL,f
Entire home/apt,3.0,Real Bed,2.5,3.0,6,100.0,55.0,f
Entire home/apt,5.0,Real Bed,4.0,5.0,9,100.0,150.0,f
Entire home/apt,3.0,Real Bed,1.5,2.0,4,91.0,75.0,t
Entire home/apt,2.0,Real Bed,2.0,1.0,4,99.0,100.0,t
Private room,2.0,Real Bed,1.0,1.0,2,97.0,10.0,t
Private room,1.0,Real Bed,1.0,1.0,2,NULL,NULL,f
Entire home/apt,4.0,Real Bed,1.5,3.0,7,90.0,100.0,f
Private room,2.0,Real Bed,1.5,1.0,5,98.0,NULL,t
Entire home/apt,1.0,Real Bed,1.0,1.0,2,90.0,35.0,f
Private room,1.0,Real Bed,1.0,1.0,2,100.0,NULL,t
Private room,1.0,Real Bed,1.5,1.0,2,96.0,NULL,t
Private room,1.0,Real Bed,1.0,1.0,2,100.0,25.0,f
Entire home/apt,2.0,Real Bed,2.5,2.0,4,100.0,80.0,f
Private room,1.0,Real Bed,1.0,1.0,2,96.0,35.0,f
Private room,1.0,Futon,1.0,1.0,2,98.0,5.0,t
Private room,1.0,Real Bed,1.0,1.0,1,96.0,NULL,f
Private room,1.0,Real Bed,1.5,1.0,2,97.0,50.0,t
Private room,1.0,Real Bed,1.0,1.0,1,100.0,NULL,f
Private room,1.0,Real Bed,1.0,1.0,2,NULL,NULL,f
Private room,2.0,Real Bed,2.0,1.0,3,100.0,40.0,f
Private room,2.0,Real Bed,1.0,1.0,3,90.0,40.0,f
Private room,4.0,Real Bed,1.0,1.0,6,87.0,65.0,f
Private room,3.0,Real Bed,1.0,1.0,3,95.0,50.0,f
Private room,1.0,Real Bed,1.0,1.0,2,86.0,35.0,f
Private room,1.0,Real Bed,1.0,1.0,1,90.0,NULL,f
Entire home/apt,2.0,Real Bed,0.5,1.0,4,100.0,NULL,f
Entire home/apt,2.0,Real Bed,2.0,2.0,4,NULL,100.0,f
Entire home/apt,1.0,Real Bed,1.5,1.0,2,91.0,35.0,t
Entire home/apt,1.0,Real Bed,1.0,0.0,3,98.0,50.0,f
Entire home/apt,1.0,Real Bed,1.0,1.0,2,86.0,70.0,f
Entire home/apt,2.0,Real Bed,1.0,2.0,3,91.0,30.0,f
Entire home/apt,2.0,Real Bed,1.0,1.0,3,93.0,15.0,f
Entire home/apt,2.0,Real Bed,1.0,2.0,6,97.0,35.0,t
Entire home/apt,1.0,Real Bed,1.0,1.0,4,70.0,45.0,f
Entire home/apt,1.0,Real Bed,1.0,0.0,2,94.0,60.0,f
Entire home/apt,9.0,Real Bed,3.0,5.0,14,87.0,155.0,f
Entire home/apt,4.0,Real Bed,2.5,3.0,6,NULL,NULL,f
Entire home/apt,1.0,Airbed,0.5,1.0,2,92.0,NULL,f
Entire home/apt,2.0,Real Bed,1.0,1.0,2,NULL,NULL,f
Private room,1.0,Real Bed,1.0,1.0,2,NULL,25.0,f
Private room,1.0,Real Bed,NULL,1.0,2,94.0,NULL,f
Entire home/apt,5.0,Real Bed,2.0,3.0,8,86.0,99.0,f
Entire home/apt,4.0,Real Bed,1.0,2.0,7,89.0,75.0,f
Private room,1.0,Real Bed,1.5,1.0,2,95.0,15.0,f
Entire home/apt,3.0,Real Bed,2.0,2.0,6,NULL,75.0,f
Private room,1.0,Real Bed,1.0,1.0,2,97.0,NULL,f
Shared room,1.0,Real Bed,1.0,1.0,1,94.0,8.0,f
Private room,1.0,Real Bed,1.0,1.0,2,100.0,NULL,f
Shared room,2.0,Futon,1.0,1.0,2,100.0,10.0,f
Private room,1.0,Real Bed,1.0,1.0,1,100.0,25.0,f
Entire home/apt,2.0,Real Bed,2.0,2.0,6,87.0,125.0,f
Entire home/apt,1.0,Real Bed,1.0,1.0,2,100.0,20.0,t
Entire home/apt,1.0,Real Bed,1.0,1.0,3,95.0,65.0,f
Entire home/apt,1.0,Real Bed,1.0,1.0,3,91.0,70.0,f
Private room,1.0,Real Bed,1.0,1.0,2,97.0,NULL,t
Shared room,1.0,Real Bed,1.0,1.0,2,94.0,10.0,f
Private room,1.0,Real Bed,1.0,1.0,2,94.0,50.0,f
Private room,1.0,Real Bed,1.0,1.0,2,100.0,30.0,f
Entire home/apt,1.0,Real Bed,1.0,1.0,3,91.0,70.0,f
Entire home/apt,4.0,Real Bed,1.0,1.0,5,91.0,20.0,f
Entire home/apt,2.0,Real Bed,1.0,1.0,3,NULL,NULL,f
Private room,1.0,Real Bed,1.0,1.0,3,98.0,NULL,f
Entire home/apt,3.0,Real Bed,1.0,3.0,6,82.0,50.0,f
Private room,1.0,Airbed,1.5,1.0,1,95.0,10.0,f
Private room,1.0,Real Bed,1.0,1.0,2,80.0,NULL,f
Private room,2.0,Real Bed,2.5,1.0,1,100.0,120.0,f
Entire home/apt,2.0,Real Bed,1.0,2.0,5,99.0,85.0,f
Private room,1.0,Real Bed,1.0,1.0,2,98.0,40.0,f
Entire home/apt,2.0,Real Bed,1.0,2.0,4,98.0,85.0,f
Entire home/apt,1.0,Real Bed,2.0,1.0,4,96.0,80.0,f
Entire home/apt,3.0,Real Bed,1.0,2.0,4,98.0,50.0,f
Entire home/apt,2.0,Real Bed,1.0,2.0,4,99.0,50.0,t
Private room,1.0,Real Bed,1.0,1.0,2,NULL,30.0,f
Entire home/apt,2.0,Real Bed,1.0,1.0,3,91.0,20.0,f
Entire home/apt,1.0,Real Bed,1.0,1.0,3,91.0,50.0,f
Private room,1.0,Real Bed,1.5,1.0,2,96.0,25.0,f
Entire home/apt,2.0,Real Bed,2.5,2.0,5,80.0,40.0,f
Entire home/apt,1.0,Airbed,0.5,1.0,2,96.0,NULL,f
Private room,1.0,Real Bed,1.0,1.0,1,98.0,NULL,f
Private room,1.0,Airbed,1.0,1.0,1,94.0,NULL,f
Entire home/apt,1.0,Real Bed,1.0,1.0,2,95.0,65.0,f
Entire home/apt,1.0,Real Bed,1.0,1.0,2,NULL,NULL,f
Private room,2.0,Real Bed,1.0,1.0,3,96.0,15.0,t
Entire home/apt,2.0,Real Bed,1.0,2.0,6,NULL,NULL,f
Private room,1.0,Real Bed,1.0,1.0,2,100.0,NULL,t
Private room,1.0,Real Bed,1.0,1.0,2,97.0,30.0,t
Private room,1.0,Airbed,1.0,1.0,1,95.0,NULL,f
Private room,1.0,Real Bed,1.0,1.0,2,100.0,30.0,t
Entire home/apt,1.0,Real Bed,1.0,1.0,2,100.0,NULL,f
Entire home/apt,3.0,Real Bed,1.0,1.0,4,97.0,25.0,t
Entire home/apt,3.0,Real Bed,1.0,2.0,5,NULL,155.0,f
Private room,1.0,Real Bed,1.0,1.0,1,98.0,50.0,f
Entire home/apt,2.0,Real Bed,1.0,1.0,5,94.0,40.0,t
Entire home/apt,2.0,Real Bed,0.5,0.0,3,97.0,40.0,t
Shared room,1.0,Futon,1.0,1.0,1,NULL,NULL,f
Private room,1.0,Real Bed,1.0,1.0,2,93.0,10.0,f
Private room,2.0,Real Bed,1.0,1.0,3,92.0,15.0,f
Private room,1.0,Real Bed,1.0,1.0,2,97.0,25.0,f
Entire home/apt,2.0,Real Bed,1.0,1.0,4,90.0,20.0,f
Entire home/apt,6.0,Real Bed,3.0,4.0,12,98.0,189.0,f
Private room,1.0,Real Bed,1.0,1.0,2,96.0,50.0,f
Entire home/apt,1.0,Real Bed,1.0,1.0,2,96.0,NULL,f
Entire home/apt,3.0,Real Bed,2.5,3.0,5,89.0,200.0,f
Private room,1.0,Real Bed,1.0,1.0,3,100.0,NULL,f
Private room,1.0,Real Bed,1.0,1.0,2,NULL,NULL,f
Entire home/apt,2.0,Real Bed,1.0,1.0,4,97.0,25.0,f
Entire home/apt,1.0,Real Bed,1.0,1.0,3,96.0,50.0,f
Entire home/apt,1.0,Real Bed,1.0,0.0,4,98.0,38.0,t
Private room,1.0,Real Bed,1.0,1.0,2,90.0,NULL,f
Private room,1.0,Real Bed,1.0,1.0,2,NULL,NULL,f
Entire home/apt,1.0,Real Bed,1.0,1.0,2,96.0,25.0,f
Entire home/apt,1.0,Real Bed,1.0,1.0,2,96.0,NULL,t
Private room,1.0,Real Bed,1.0,1.0,2,100.0,15.0,f
Entire home/apt,3.0,Real Bed,1.0,3.0,6,93.0,109.0,f
Private room,1.0,Real Bed,1.0,1.0,1,NULL,NULL,f
Entire home/apt,1.0,Real Bed,1.0,1.0,3,100.0,50.0,f
Entire home/apt,2.0,Real Bed,2.0,2.0,4,95.0,NULL,t
Private room,1.0,Real Bed,1.0,1.0,2,86.0,NULL,f
Entire home/apt,4.0,Real Bed,2.0,4.0,6,100.0,NULL,f
Entire home/apt,3.0,Real Bed,1.0,2.0,5,100.0,50.0,f
Entire home/apt,4.0,Real Bed,2.0,3.0,8,60.0,100.0,f
Private room,1.0,Real Bed,1.0,1.0,2,100.0,9.0,f
Private room,1.0,Real Bed,1.0,1.0,6,98.0,30.0,t
Private room,1.0,Real Bed,1.0,1.0,4,NULL,50.0,f
Entire home/apt,2.0,Real Bed,2.0,3.0,4,100.0,45.0,f
Entire home/apt,2.0,Real Bed,1.0,2.0,4,90.0,17.0,f
Entire home/apt,3.0,Real Bed,3.0,3.0,6,100.0,250.0,f
Entire home/apt,1.0,Real Bed,1.0,1.0,2,100.0,50.0,t
Entire home/apt,2.0,Real Bed,1.0,2.0,4,NULL,75.0,f
Shared room,1.0,Couch,1.0,1.0,4,94.0,NULL,f
Private room,1.0,Real Bed,2.0,1.0,2,96.0,30.0,f
Private room,2.0,Real Bed,1.0,1.0,2,93.0,NULL,f
Shared room,1.0,Real Bed,1.0,1.0,2,93.0,5.0,f
Private room,1.0,Real Bed,1.0,1.0,2,NULL,NULL,f
Private room,1.0,Real Bed,1.0,1.0,2,92.0,NULL,f
Shared room,1.0,Real Bed,1.0,1.0,2,NULL,NULL,f
Private room,1.0,Real Bed,1.0,1.0,2,100.0,NULL,f
Private room,1.0,Real Bed,1.0,1.0,2,94.0,15.0,t
Entire home/apt,1.0,Real Bed,1.0,1.0,2,77.0,50.0,f
Entire home/apt,3.0,Real Bed,2.0,2.0,14,100.0,40.0,t
Private room,1.0,Real Bed,1.0,1.0,2,NULL,9.0,f
Private room,1.0,Real Bed,1.0,1.0,2,95.0,10.0,f
Private room,1.0,Real Bed,1.0,1.0,2,99.0,25.0,t
Private room,1.0,Real Bed,1.0,1.0,2,92.0,NULL,f
Private room,1.0,Real Bed,1.0,1.0,2,100.0,20.0,f
Entire home/apt,4.0,Real Bed,3.0,4.0,12,91.0,95.0,f
Entire home/apt,2.0,Real Bed,0.0,0.0,2,91.0,20.0,f
Private room,2.0,Real Bed,1.0,1.0,3,95.0,10.0,f
Private room,1.0,Real Bed,1.0,1.0,2,100.0,NULL,f
Private room,1.0,Real Bed,1.0,1.0,2,90.0,10.0,f
Private room,1.0,Real Bed,1.0,1.0,2,95.0,20.0,t
Private room,1.0,Real Bed,1.0,1.0,2,98.0,10.0,f
Private room,1.0,Real Bed,1.0,1.0,2,92.0,20.0,f
Private room,1.0,Real Bed,1.0,1.0,2,97.0,10.0,f
Private room,1.0,Real Bed,1.0,1.0,1,99.0,10.0,t
Private room,1.0,Real Bed,1.0,1.0,3,NULL,20.0,f
Entire home/apt,1.0,Real Bed,1.0,1.0,2,NULL,125.0,f
Private room,1.0,Real Bed,1.0,1.0,2,93.0,15.0,f
Private room,1.0,Real Bed,1.0,1.0,2,98.0,5.0,t
Private room,1.0,Real Bed,1.0,1.0,2,95.0,10.0,f
Entire home/apt,4.0,Real Bed,2.5,2.0,5,80.0,150.0,f
Private room,1.0,Real Bed,1.0,1.0,3,95.0,10.0,f
Private room,1.0,Real Bed,1.5,1.0,2,91.0,NULL,f
Private room,1.0,Real Bed,1.5,1.0,2,98.0,NULL,t
Private room,1.0,Real Bed,1.0,1.0,2,NULL,NULL,f
Private room,1.0,Real Bed,1.0,1.0,2,97.0,NULL,t
Entire home/apt,1.0,Real Bed,1.0,0.0,2,98.0,20.0,t
Entire home/apt,1.0,Real Bed,1.0,0.0,2,94.0,25.0,f
Entire home/apt,1.0,Real Bed,1.0,1.0,2,97.0,60.0,t
Entire home/apt,2.0,Real Bed,1.0,1.0,4,96.0,30.0,f
Entire home/apt,1.0,Real Bed,1.0,1.0,2,87.0,75.0,f
Entire home/apt,3.0,Real Bed,1.0,2.0,6,92.0,NULL,f
Entire home/apt,1.0,Real Bed,1.0,1.0,3,96.0,30.0,t
Private room,1.0,Real Bed,1.5,1.0,2,93.0,35.0,f
Private room,1.0,Real Bed,1.0,1.0,2,98.0,50.0,f
Entire home/apt,3.0,Real Bed,2.5,3.0,6,100.0,49.0,f
Entire home/apt,5.0,Real Bed,2.0,3.0,10,71.0,225.0,f
Entire home/apt,2.0,Real Bed,1.0,2.0,4,NULL,35.0,t
Entire home/apt,6.0,Real Bed,2.5,3.0,9,100.0,80.0,f
Entire home/apt,2.0,Real Bed,2.0,2.0,4,NULL,NULL,f
Entire home/apt,1.0,Real Bed,1.0,1.0,2,97.0,35.0,t
Private room,1.0,Real Bed,1.5,1.0,2,97.0,15.0,t
Entire home/apt,1.0,Real Bed,1.0,1.0,2,96.0,35.0,f
Private room,1.0,Futon,1.0,1.0,2,99.0,NULL,t
Private room,1.0,Real Bed,1.0,1.0,3,91.0,NULL,f
Entire home/apt,2.0,Real Bed,1.0,2.0,5,91.0,75.0,f
Private room,1.0,Real Bed,1.0,1.0,2,95.0,10.0,f
Private room,1.0,Real Bed,1.0,1.0,2,88.0,25.0,f
Private room,1.0,Real Bed,1.0,1.0,2,92.0,25.0,f
Private room,1.0,Real Bed,1.5,1.0,2,97.0,15.0,t
Entire home/apt,4.0,Real Bed,1.0,3.0,6,97.0,25.0,t
Entire home/apt,3.0,Real Bed,2.0,3.0,6,95.0,90.0,f
Private room,1.0,Real Bed,1.0,1.0,1,100.0,25.0,t
Entire home/apt,1.0,Real Bed,1.0,1.0,3,97.0,25.0,f
Entire home/apt,1.0,Real Bed,1.0,0.0,2,86.0,20.0,f
